,subset,clean_text,n_annot,mean_accept,mean_conf,label
10927,train,"The highest hospital admission rates continue to be those aged 85 and above Dr Yvonne Doyle, Medical Director at Public Health England said: The very last thing we want is for people to become complacent as rates of COVID fall.",3,0.0,5.0,0
10928,train,This virus is very much still here and with it the risk of serious illness and death.,3,0.6666666666666666,4.333333333333333,1
10929,train,"We have been here before and we do not want rates to go up again, which we are seeing in some areas of the country.",3,0.0,5.0,0
10930,train,Dropping our guard now could lead to another dangerous wave.,3,0.6666666666666666,3.6666666666666665,1
10931,train,"The vaccine does not give you a pass; even if you have had it, you must continue to follow all the guidelines.",3,0.0,4.333333333333333,0
10932,train,"Please continue to play your part by reducing unnecessary contact, washing your hands, keeping your distance and covering your nose and mouth.",3,0.0,4.666666666666667,0
10933,train,"Thursday 11 March 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that COVID-19 activity decreased nationally in week 9 of 2021, from 1 to 7 March.",3,0.0,5.0,0
10934,train,"Case rates have decreased across all age groups, with the highest rate 88.9 per 100,000 population seen in those aged 30 to 39.",3,0.0,5.0,0
10935,train,"The lowest case rate was in those aged 70 to 79, with a rate of 20.2 per 100,000 population.",3,0.0,5.0,0
10936,train,"Case rates per 100,000 have fallen across all regions – they are now highest in Yorkshire and the Humber, with a rate of 97.6.",3,0.0,5.0,0
10937,train,"Case rates per 100,000 are lowest in the South West with a rate of 32.3.",3,0.0,5.0,0
10938,train,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 311 in week 9, compared to 431 in the previous week.",3,0.0,5.0,0
10939,train,"The hospital admission rate for COVID-19 has fallen and was 5.95 per 100,000 in week 9, compared to 8.33 per 100,000 in the previous week.",3,0.0,5.0,0
10940,train,Hospital admission rates for COVID-19 continue to be highest in the West Midlands with a rate of 8.88.,3,0.0,5.0,0
10941,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: We’re seeing the impact of staying at home, following the current guidance and the lifesaving vaccines.",3,0.3333333333333333,4.333333333333333,0
10942,train,When you are offered a vaccine make sure to take it.,3,0.0,4.333333333333333,0
10943,train,"The last thing we want now is for rates, deaths and hospitalisations to go back up.",3,0.0,5.0,0
10944,train,We are still in a precarious situation and it would not take much for a dangerous new wave to take off.,3,0.0,4.666666666666667,0
10945,train,"So even if you have had the vaccine, keep contacts to a minimum, keep your distance and keep washing your hands regularly and thoroughly.",3,0.0,5.0,0
10946,train,"Thursday 4 March 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that COVID-19 activity decreased nationally in week 8 of 2021, from 22 to 28 February.",3,0.0,5.0,0
10947,train,"Case rates have decreased across all age groups, with the highest rate 121.1 per 100,000 population seen in those aged between 30 to 39 years old.",3,0.0,5.0,0
10948,train,"Case rates per 100,000 have fallen across all regions – they are highest in the East Midlands, with a rate of 120.8.",3,0.0,5.0,0
10949,train,"Case rates per 100,000 are lowest in the South West with a rate of 43.2.",3,0.0,5.0,0
10950,train,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 431 in week 8, compared to 498 in the previous week.",3,0.0,5.0,0
10951,train,"The hospital admission rate for COVID-19 has fallen and was 8.37 per 100,000 in week 8, compared to 11.90 per 100,000 in the previous week.",3,0.0,5.0,0
10952,train,Hospital admission rates for COVID-19 continue to be highest in the West Midlands with a rate of 13.51.,3,0.0,5.0,0
10953,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: We should all be encouraged that case and hospitalisation rates continue to fall across all age groups and regions, this is down to everyone’s hard work.",3,0.6666666666666666,4.666666666666667,1
10954,train,"From next week the slow and gradual unlocking begins, therefore more than ever it is vital you follow the guidelines.",3,0.3333333333333333,4.0,0
10955,train,"The virus has not gone away, and as we have seen in the past has the potential to return.",3,0.0,5.0,0
10956,train,"The simplest way to keep infection rates down is to reduce your contacts but if you are seeing people from outside your household keep your distance, wear a face covering if you are in a small space and wash your hands regularly.",3,0.6666666666666666,5.0,1
10957,train,"I urge you to keep going for the time being, it will save lives.",3,0.6666666666666666,4.666666666666667,1
10958,train,"Thursday 25 February 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that COVID-19 activity decreased nationally in week 7 of 2021, from 15 to 21 February.",3,0.0,5.0,0
10959,train,"Case rates have decreased across all age groups, with the highest rate 174.4 per 100,000 population seen in those aged between 30 to 39 years old.",3,0.0,5.0,0
10960,train,"Case rates per 100,000 have fallen across most regions – they are highest in the East Midlands, with a rate of 167.1.",3,0.3333333333333333,5.0,0
10961,train,"There has been a small increase in Yorkshire and the Humber; the case rates per 100,000 is 150.1 in week 7 compared to 149.5 in the previous week.",3,0.0,5.0,0
10962,train,"Case rates per 100,000 are lowest in the South West with a rate of 68.1.",3,0.0,5.0,0
10963,train,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 498 in week 7, compared to 541 in the previous week.",3,0.0,5.0,0
10964,train,"The hospital admission rate for COVID-19 has fallen and was 11.73 per 100,000 in week 7, compared to 15.07 per 100,000 in the previous week.",3,0.0,5.0,0
10965,train,Hospital admission rates for COVID-19 continue to be highest in the West Midlands with a rate of 17.91.,3,0.0,5.0,0
10966,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: Evidence suggests that the lockdown has been successful in bringing down rates of infection.",3,0.3333333333333333,4.666666666666667,0
10967,train,This in turn has led to fewer people going into hospital and reduced the strain on the NHS.,3,0.6666666666666666,4.333333333333333,1
10968,train,"However, there is still significant pressure on our health service and case rates need to continue to fall.",3,0.0,5.0,0
10969,train,"The roadmap has been set out, but for now we must remain vigilant.",3,0.0,5.0,0
10970,train,The return to normality will be a slow process and increasing your number of contact now could cost lives.,3,0.3333333333333333,4.666666666666667,0
10971,train,It is vital that you continue to follow the rules and stay home; it will save lives.,3,0.6666666666666666,5.0,1
10972,train,"Thursday 18 February 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: Surveillance indicators suggest that at a national level COVID-19 activity decreased in week 6 of 2021, between 8 and 14 February.",3,0.0,5.0,0
10973,train,"Case rates have decreased across all age groups, with the highest rate 192.5 per 100,000 population seen in those aged between 30 to 39 years old.",3,0.0,5.0,0
10974,train,"Case rates per 100,000 have fallen across all regions – they are now highest in the East Midlands, with a rate of 176.7.",3,0.0,5.0,0
10975,train,"Case rates per 100,000 are lowest in the South West with a rate of 87.4.",3,0.0,5.0,0
10976,train,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 541 in week 6, compared to 767 in the previous week.",3,0.0,5.0,0
10977,train,"The hospital admission rate for COVID-19 has fallen and was 14.64 per 100,000 in week 6, compared to 19.40 per 100,000 in the previous week.",3,0.0,5.0,0
10978,train,Hospital admission rates for COVID-19 continue to be highest in the West Midlands with a rate of 20.58.,3,0.0,5.0,0
10979,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: Our efforts are working as case rates, hospitalisation rates and deaths are slowly falling.",3,0.6666666666666666,4.666666666666667,1
10980,train,The number of new infections is higher than the end of September and remains concerning.,3,0.0,5.0,0
10981,train,This could increase very quickly if we do not follow the current measures.,3,0.6666666666666666,4.333333333333333,1
10982,train,"Although it is difficult, we must continue to stay home and protect lives.",3,0.6666666666666666,4.666666666666667,1
10983,train,"Each day more and more people are becoming vaccinated – when you are offered an appointment, please do take it.",3,0.0,4.333333333333333,0
10984,train,"It does not give you the freedom to stop following the rules, as you could still spread the virus.",3,0.3333333333333333,3.6666666666666665,0
10985,train,"For now, please continue to play your part by staying at home.",3,0.3333333333333333,4.666666666666667,0
10986,train,"Thursday 11 February 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that at a national level COVID-19 activity decreased in week 5 of 2021, between 1 and 7 February.",3,0.0,5.0,0
10987,train,"Case rates have decreased across all age groups, with the highest rate 265.3 per 100,000 population seen in those aged between 30 to 39 years old.",3,0.0,5.0,0
10988,train,Case rates in those aged between 30 to 39 have seen the biggest reduction from the previous week.,3,0.0,5.0,0
10989,train,"Case rates per 100,000 have fallen across all regions – they are now highest in the West Midlands with a rate of 237.6.",3,0.0,5.0,0
10990,train,Case rates in the West Midlands have seen the biggest reduction from the previous week.,3,0.0,5.0,0
10991,train,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 767 in week 5, compared to 1,100 in the previous week.",3,0.0,5.0,0
10992,train,"The hospital admission rate for COVID-19 was 18.99 per 100,000 in week 5, compared to 25.58 per 100,000 in the previous week.",3,0.0,5.0,0
10993,train,Hospital admission rates for COVID-19 continue to be highest in the West Midlands with a rate of 26.69.,3,0.0,5.0,0
10994,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: It is encouraging to see that the sacrifices we are all making are working, however we must continue with our efforts.",3,0.0,4.0,0
10995,train,"The good direction could reverse quickly, and the rate of cases and hospitalisations remains worryingly high.",3,0.0,5.0,0
10996,train,"Hundreds of thousands of people are being vaccinated every day which is fantastic, when you are offered please do take it.",3,0.3333333333333333,4.333333333333333,0
10997,train,"For now, please continue to play your part by staying at home and reducing your contacts to a minimum.",3,0.6666666666666666,4.333333333333333,1
10998,train,This is the simplest way to bring down the number of infections and save lives.,3,0.6666666666666666,4.666666666666667,1
10999,train,"Thursday 4 February 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that at a national level COVID-19 activity decreased in week 4 of 2021, between 25 and 31 January.",3,0.0,5.0,0
11000,train,"Case rates have decreased across all age groups, with the highest rate 358.6 per 100,000 population seen in those aged between 30 to 39 years old.",3,0.0,5.0,0
11001,train,"Case rates per 100,000 have fallen across all regions – they are now highest in the West Midlands with a rate of 319.9.",3,0.0,5.0,0
11002,train,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 1,100 in week 4, compared to 1,499 in the previous week.",3,0.0,5.0,0
11003,train,"The hospital admission rate for COVID-19 was 25.26 per 100,000 in week 4, compared to 33.66 per 100,000 in the previous week.",3,0.0,5.0,0
11004,train,Hospital admission rates for COVID-19 continue to be highest in the West Midlands with a rate of 37.48.,3,0.0,5.0,0
11005,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: However encouraging it is that case rates and hospitalisations continue to fall across all age groups and regions, it is important to reduce the level of infection in our communities because the rates remain very high.",3,0.3333333333333333,4.666666666666667,0
11006,train,We may have passed the peak but must not become complacent.,3,0.0,4.666666666666667,0
11007,train,Dropping our guard at this stage could waste everything we have endured over the last few weeks.,3,0.3333333333333333,4.0,0
11008,train,Please remember around one in three people with the virus do not show symptoms – but can still pass it on and make others seriously ill. Stay at home and reduce your contacts.,3,0.3333333333333333,4.666666666666667,0
11009,train,This is the best way to further bring down infections rates and save lives.,3,0.6666666666666666,4.333333333333333,1
11010,train,"Thursday 28 January 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that at a national level COVID-19 case rates continued to decline in week 3 of 2021 between 18 and 24 January, while there was indication that hospital and ICU admissions began to stabilise or decline slightly.",3,0.0,5.0,0
11011,train,"Case rates have decreased across all age groups, with the highest rate 488.3 per 100,000 population seen in those aged between 30 to 39 years old.",3,0.0,5.0,0
11012,train,"The 20 to 29 year old age group has seen the biggest fall in case rates per 100,000 population, from 669.9 in the previous week to 466.3 in Week 3.",3,0.0,5.0,0
11013,train,"Case rates per 100,000 have fallen across all regions, they continue to be highest in London with a rate of 435.0.",3,0.0,5.0,0
11014,train,"London has also seen the biggest fall in case rates per 100,000 population, from 658.7 in the previous week to 435.0 in Week 3.",3,0.0,5.0,0
11015,train,Positivity rates through Pillar 1 (NHS and PHE testing) and Pillar 2 (community testing) have both decreased compared to the previous week.,6,0.0,5.0,0
11016,train,"The number of acute respiratory infection incidents (suspected outbreaks) in England was 1,499 in week 3, compared to 1,790 in the previous week.",3,0.0,5.0,0
11017,train,"The hospital admission rate for COVID-19 was 33.51 per 100,000 in week 3, compared to 35.64 per 100,000 in the previous week.",3,0.0,5.0,0
11018,train,"Hospital admission rates for COVID-19 have risen in the East Midlands, West Midlands and Yorkshire and the Humber.",3,0.0,5.0,0
11019,train,Hospital admission rates for COVID-19 are highest in the West Midlands with a rate of 49.46 in Week 3.,3,0.0,5.0,0
11020,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: There are some initial signs that the current measures are bringing infection rates down but there is still a long way to go.",3,0.3333333333333333,4.666666666666667,0
11021,train,"The rate of hospital admissions continues to rise in the East Midlands, West Midlands and Yorkshire and The Humber.",3,0.0,5.0,0
11022,train,We should expect deaths to remain high for some time.,3,0.0,5.0,0
11023,train,By reducing our contacts and staying at home we will continue to see a fall in infection rates and in time this will lead to a reduction in hospitalisations and deaths.,3,0.6666666666666666,5.0,1
11024,train,This situation is tough on all of us and I know many feel anxious and worry about the pandemic – this is only natural.,3,0.0,5.0,0
11025,train,"Looking after our mental wellbeing is incredibly important so chat to those close to you, find time to relax and do the activities you enjoy at home.",3,0.3333333333333333,4.666666666666667,0
11026,train,"Thursday 21 January 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that at a national level COVID-19 case rates have declined while there was some indication that hospital and ICU admissions began to stabilise during week 2 of 2021, between 11 and 17 January.",3,0.0,5.0,0
11027,train,"Case rates have decreased across all age groups, with the highest rate 647.3 per 100,000 population seen in those aged between 20 to 29 years old.",3,0.0,5.0,0
11028,train,"The 20 to 29 year old age group has also seen the biggest fall in case rates per 100,000 population from 923.2 in the previous week to 647.3 in Week 2.",3,0.0,5.0,0
11029,train,"Case rates per 100,000 have fallen across all regions, they continue to be highest in London with a rate of 629.7.",3,0.0,5.0,0
11030,train,"London has also seen the biggest fall in case rates per 100,000 population from 935.1 in the previous week to 629.7 in Week 2.",3,0.0,5.0,0
11031,train,Positivity rates through Pillar 1 (NHS and PHE testing) have increased slightly whilst they have decreased through Pillar 2 (community testing) compared to the previous week.,3,0.0,5.0,0
11032,train,"The number of acute respiratory infection incidents in England was 1,790 in week 2, compared to 1,627 in the previous week.",3,0.0,5.0,0
11033,train,"The hospital admission rate for COVID-19 was 35.17 per 100,000 in week 2, compared to 35.50 per 100,000 in the previous week.",3,0.0,5.0,0
11034,train,Hospital admission rates for COVID-19 are highest in the West Midlands with a rate of 46.31 in Week 2.,3,0.0,5.0,0
11035,train,"Dr Ruth Milton, Director for the COVID-19 response at Public Health England, said: Case rates are falling in all age groups and regions, but it is important to remember that infections remain extremely high across the country.",3,0.0,5.0,0
11036,train,Admissions to hospital and critical care remain worrying and are still rising in some parts of the country.,3,0.0,5.0,0
11037,train,This will inevitably lead to more deaths.,3,0.6666666666666666,4.333333333333333,1
11038,train,The need for continued vigilance cannot be stressed enough – we must all continue to follow the rules to help ease the burden on the NHS.,3,0.6666666666666666,5.0,1
11039,train,"Please be aware that even if you’ve had a vaccine, or believe you’ve had COVID-19 in the past, you may still be able to carry the virus and pass it on to others.",3,0.3333333333333333,4.333333333333333,0
11040,train,It is crucial all of us act as though we’re infected to slow the spread of disease.,3,0.6666666666666666,4.666666666666667,1
11041,train,"Thursday 14 January 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that at a national level COVID-19 case rates have declined while hospitalisations, ICU admissions and mortality continued to increase during week 1 of 2021, between 4 and 10 January.",3,0.0,5.0,0
11042,train,"Case rates have decreased across all age groups except in those 80 and above, with the highest rate 879.7 per 100,000 population seen in those aged between 20 to 29 years old.",3,0.0,5.0,0
11043,train,"Case rates per 100,000 continue to be the highest in London, with a rate of 864.9 per 100,000 population.",3,0.0,5.0,0
11044,train,"Case rates have decreased in all locations except for the North West, South West and West Midlands.",3,0.0,5.0,0
11046,train,"The number of acute respiratory infection incidents in England was 1,627 in week 1, compared to 1,200 in the previous week.",3,0.0,5.0,0
11047,train,"The hospital admission rate for COVID-19 was 37.20 per 100,000 in week 1, compared to 29.50 per 100,000 in the previous week.",3,0.0,5.0,0
11048,train,Hospital admission rates for COVID-19 have increased in all regions except for the North East.,3,0.0,5.0,0
11049,train,London continues to have the highest with a rate of 58.19 The highest hospital admission rates continue to be those aged 85 and above.,3,0.0,5.0,0
11050,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: The rate that people are being admitted to hospital is now higher than at any point during the pandemic.",3,0.0,5.0,0
11051,train,We are still seeing thousands of people having to go to hospital each day.,3,0.0,5.0,0
11052,train,"Worryingly, these numbers are likely to continue to get worse before we see the benefits of our efforts to protect the NHS, which will mean more pressure for our health service than ever before.",3,0.6666666666666666,4.666666666666667,1
11053,train,Please act as though you have the virus.,3,0.0,4.666666666666667,0
11054,train,Around 1 in 3 of us won’t show symptoms but can still infect others who could become very unwell.,3,0.0,4.666666666666667,0
11055,train,"This is why we all need to stay at home, so we can protect our NHS and save lives.",3,0.6666666666666666,4.0,1
11056,train,Thursday 7 January 2021 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that COVID-19 activity at a national level has continued to increase during week 53 between 28 December and 3 January.,3,0.0,5.0,0
11057,train,"Case rates have increased across all age groups, with the highest rate 842.5 per 100,000 population seen in those aged between 20 to 29 years old.",3,0.0,5.0,0
11058,train,"Case rates per 100,000 have increased across all regions and are the highest in London with a rate of 904.8 per 100,000 population.",3,0.0,5.0,0
11059,train,"The West Midlands has seen the highest increase in case rates per 100,000 population, with 530.2 in week 53 compared to 292.6 in the previous week.",3,0.0,5.0,0
11060,train,Positivity rates through Pillar 1 (NHS and PHE testing) and Pillar 2 (community testing) have both increased compared to the previous week.,7,0.0,5.0,0
11061,train,"The number of acute respiratory infection incidents in England was 1,200 in week 53, compared to 846 in the previous week.",3,0.0,5.0,0
11062,train,"The hospital admission rate for COVID-19 was 27.6 per 100,000 in week 53, compared to 21.51 per 100,000 in the previous week.",3,0.0,5.0,0
11063,train,Hospital admission rates for COVID-19 have increased in all regions and London is the highest with a rate of 43.38.,3,0.0,5.0,0
11064,train,The highest hospital admission rates continue to be those aged 85.,6,0.0,5.0,0
11065,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: I want to pay tribute to staff across the health service who are working flat out to manage this virus and care for patients.",3,0.0,4.333333333333333,0
11066,train,The data bring into focus the huge pressure the health service is under.,3,0.0,3.6666666666666665,0
11067,train,"Sadly, we are seeing more deaths each day and these numbers will continue to rise before we see the impact of the nationwide lockdown.",3,0.0,4.333333333333333,0
11068,train,We saw a sharp acceleration in infection rates last week to the highest levels since mass testing began.,3,0.0,5.0,0
11069,train,It is of particular concern that rates are high in those in older age groups who are at risk of more serious illness as well as people in their twenties and thirties.,3,0.0,5.0,0
11070,train,There is one simple and critical thing we can all do to help control the virus and reduce infection.,3,0.3333333333333333,3.6666666666666665,0
11071,train,"Stay at home, it will protect the NHS and save lives.",3,0.6666666666666666,4.666666666666667,1
11072,train,We have done this before to great effect and must do so again as we vaccinate the most vulnerable.,3,0.0,4.333333333333333,0
11073,train,"Provisional data suggests uptake rates are: 80.3% in 65 year olds 51.5% in under 65 years in a clinical risk group 43.1% in pregnant women 54.0% in 2 year olds 56.5% in 3 year olds 47.5% in school-age children (as of 30 November) 70.6% in healthcare workers (as of 30 November) Dr Vanessa Saliba, Head of Flu at Public Health England, said: The flu vaccine saves lives.",3,0.6666666666666666,4.666666666666667,1
11074,train,"It is therefore very encouraging to see record-high uptake rates this season, especially among the groups most vulnerable to flu, who are also most at-risk from COVID-19.",3,0.0,4.666666666666667,0
11075,train,"There is still time to get vaccinated against flu and we urge anyone who is eligible to take up the offer to help protect yourself, your family and the NHS.",3,0.6666666666666666,4.666666666666667,1
11076,train,Thursday 24 December 2020 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that COVID-19 activity at a national level has increased during week 51 between 14 and 20 December 2020.,3,0.0,5.0,0
11077,train,"Case rates have increased across all age groups, with the highest rate 434.6 per 100,000 population seen in those aged between 30 and 39.",3,0.0,5.0,0
11078,train,"Case rates per 100,000 have increased across all regions and are the highest in London with a rate of 602.2 per 100,000 population.",3,0.0,5.0,0
11079,train,"London has also seen the highest increase in case rates per 100,000 population with 602.2 in week 51 compared to 361.8 in the previous week.",3,0.0,5.0,0
11081,train,"The number of acute respiratory infection incidents in England was 922 in week 51, compared to 860 in the previous week.",3,0.0,5.0,0
11082,train,"The hospital admission rate for COVID-19 was 18.66 per 100,000 in week 51, compared to 15.18 per 100,000 in the previous week.",3,0.0,5.0,0
11083,train,Hospital admission rates for COVID-19 have increased in all regions except for the North East but this region also has the highest rate of 23.44 The highest hospital admission rates continue to be those aged 85.,3,0.0,5.0,0
11084,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: Cases and hospital admission rates are increasing across many parts of the country and the number of new daily infections are rising rapidly.",3,0.0,5.0,0
11085,train,This will not be a normal Christmas for any of us.,3,0.0,5.0,0
11086,train,"If you are seeing loved ones, try to keep your distance, was your hands thoroughly and more often and ventilate as much as possible.",3,0.0,5.0,0
11087,train,By continuing to reduce your contacts you can help to slow the spread of COVID-19.,3,1.0,4.0,1
11088,train,Remember that about 1 in 3 people may never experience any symptoms so could infect others without realising it.,3,0.3333333333333333,4.666666666666667,0
11089,train,Provisional data suggests uptake rates are: 79.8% in over 65 year olds 50.1% in under 65 years in a clinical risk group 42.4% in pregnant women 21.4% in those aged 50 to 64 who are not in a clinical risk group (this group became eligible on the 1 December 2020) 53.3% in 2 year olds 55.7% in 3 year olds 47.5% in school age children (as of 30 November) 70.6% in healthcare workers (as of 30 November) Thursday 17 December 2020 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that COVID-19 activity at a national level has increased during week 50 between 7 and 13 December 2020.,3,0.0,5.0,0
11090,train,"Case rates have increased across all age groups, with the highest rate 268.3 per 100,000 population during week 50 compared to 201.8 in the previous week seen in those aged between 40 to 49 year olds.",3,0.0,5.0,0
11091,train,"Case rates per 100,000 have only fallen in Yorkshire and the Humber; they have increased in all other regions.",3,0.3333333333333333,5.0,0
11092,train,"Case rates per 100,000 continue to be the highest in London with a rate of 319.3 per 100,000 population.",3,0.0,5.0,0
11093,train,"London has also seen the highest increase in case rates per 100,000 population with 319.3 in week 50 compared to 199.9 in the previous week.",3,0.0,5.0,0
11094,train,"The number of acute respiratory infection incidents in England was 860 in week 50, compared to 786 in the previous week.",3,0.0,5.0,0
11095,train,"The hospital admission rate for COVID-19 was 15.18 per 100,000 in week 50, compared to 13.97 per 100,000 in the previous week.",3,0.0,5.0,0
11096,train,"Hospital admission rates for COVID-19 have increased in all regions except for the East and West Midlands The highest hospital admission rates for COVID-19 were observed in the North East, at 23.75 The highest hospital admission rates continue to be those aged 85.",3,0.0,5.0,0
11097,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: Case and hospital admission rates have increased across most of the country and the number of new daily infections are rising.",3,0.0,5.0,0
11098,train,This is deeply concerning and should make us all consider our plans to see loved ones at Christmas.,3,0.6666666666666666,4.333333333333333,1
11099,train,"A smaller, shorter and local Christmas is safest for you and your loved ones.",3,0.0,4.333333333333333,0
11100,train,It is crucial to remember that about 1 in 3 people may never experience any symptoms so could pass this virus on unwittingly.,3,0.6666666666666666,4.666666666666667,1
11101,train,"Remember to keep your distance, wear a face covering in enclosed spaces, and wash your hands regularly.",3,0.0,5.0,0
11102,train,"Provisional data suggests uptake rates are: 79.4% in over 65 year olds 49.1% in under 65 years in a clinical risk group 41.8% in pregnant women 17.7% in those aged 50 to 64 who are not in a clinical risk group (this group became eligible on the 1 December 2020) 52.2% in 2 year olds 54.6% in 3 year olds 19.8% in school-age children (as of 31 October) 51.6% in healthcare workers (as of 31 October) Dr Vanessa Saliba, Head of Flu at PHE said: We have had an incredible flu vaccination programme so far, with record uptake in those aged over 65 and 2 to 3 year olds.",3,0.0,5.0,0
11103,train,Thursday 10 December 2020 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that COVID-19 activity at a national level has plateaued during week 49 between 30 November and 6 December 2020.,3,0.0,5.0,0
11104,train,Case rates have remained at a similar level in week 49 compared to the previous week across all age groups.,3,0.0,5.0,0
11105,train,"The highest case rates were seen in those aged 40 to 49, with a rate of 195.8 per 100,000 population.",3,0.0,5.0,0
11106,train,"Case rates per 100,000 have continued to fall across the West Midlands, North East, and Yorkshire and the Humber.",3,0.0,5.0,0
11107,train,"Case rates per 100,000 are now highest in London with a rate of 191.8 per 100,000 population.",3,0.0,5.0,0
11108,train,Case rates have fallen most in the West Midlands.,3,0.0,5.0,0
11109,train,"In week 49 they were 158.4 per 100,000 population, compared to 196.8 in the previous week.",3,0.0,5.0,0
11110,train,Positivity rates through Pillar 1 (NHS and PHE testing) have stayed at the same level and through Pillar 2 (community testing) have slightly decreased.,3,0.0,4.0,0
11111,train,"The number of acute respiratory infection incidents in England was 786 in week 49, compared to 855 in the previous week.",3,0.0,5.0,0
11112,train,"The hospital admission rate for COVID-19 was 13.70 per 100,000 in week 49, compared to 14.70 per 100,000 in the previous week.",3,0.0,5.0,0
11113,train,"The highest hospital admission rates for COVID-19 were observed in the North East, but this has fallen from the previous week from 23.81 to 21.03.",3,0.0,5.0,0
11115,train,"Dr Yvonne Doyle, Medical Director at Public Health England, said: Everyone’s sacrifices over the past few weeks means cases have reduced significantly in many parts of the country.",3,0.6666666666666666,4.666666666666667,1
11116,train,"However, the decline has started to stall and overall, infection rates remain high so we must all stay vigilant.",3,0.3333333333333333,4.333333333333333,0
11117,train,About 1 in 3 people who have coronavirus have no symptoms and will be spreading it without realising it.,3,0.0,3.6666666666666665,0
11118,train,"Whatever your plans over the next few weeks, remember to keep your distance, wear a face covering in enclosed spaces, and wash your hands regularly.",3,0.0,4.666666666666667,0
11119,train,It’s also a good idea to think about reducing your contacts prior to Christmas to reduce the risk to you and your loved ones.,3,0.3333333333333333,4.666666666666667,0
11120,train,"Provisional data suggests uptake rates are: 78.5% in over 65 year olds 46.8% in under 65 years in a clinical risk group 40.7% in pregnant women 12.2% in those aged 50 to 64 who are not in a clinical risk group (this group became eligible on the 1 December 2020) 51.1% in 2 year olds 53.3% in 3 year olds 19.8% in school-age children (as of 31 October) 51.6% in healthcare workers (as of 31 October) Dr Vanessa Saliba, Head of Flu at PHE said: We have had an incredible start to the flu vaccination programme, with record uptake in over 65s and 2 to 3 year olds.",3,0.0,5.0,0
11121,train,Thursday 3 December 2020 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that COVID-19 activity at a national level has decreased during week 48 between 23 and 29 November 2020.,3,0.0,5.0,0
11122,train,"The highest case rates were seen in those aged 40 to 49, with a rate of 190.3 per 100,000 population.",3,0.0,5.0,0
11123,train,Case rates have fallen the most in those aged 20 to 29.,6,0.0,5.0,0
11124,train,"In week 48 they were 171.9 per 100,000 population, compared to 240.9 in the previous week.",3,0.0,5.0,0
11125,train,"Case rates per 100,000 have fallen across all regions.",6,0.0,5.0,0
11126,train,"They were highest in the West Midlands, North East, and Yorkshire and the Humber.",3,0.0,5.0,0
11127,train,Case rates have fallen most in the North East.,3,0.0,5.0,0
11128,train,"In week 48 they were 181.7 per 100,000 population, compared to 286.6 in the previous week.",3,0.0,5.0,0
11129,train,Positivity rates through Pillar 1 (NHS and PHE testing) and through Pillar 2 (community testing) have both decreased.,4,0.0,4.5,0
11130,train,"The number of acute respiratory infection incidents in England was 855 in week 48, compared to 1,173 in the previous week.",3,0.0,5.0,0
11131,train,"The hospital admission rate for COVID-19 was 14.01 per 100,000 in week 48, compared to 16.25 per 100,000 in the previous week.",3,0.0,5.0,0
11132,train,"The highest hospital admission rates for COVID-19 were observed in the North East, which also observed the largest decrease in rates.",3,0.0,5.0,0
11133,train,"Hospital admission rates have fallen in all regions except the South East, which had a slight increase.",3,0.0,5.0,0
11134,train,The highest hospital admission rates continue to be those aged 85 and over but this has fallen.,3,0.0,5.0,0
