,text,label
6989,"We appeal to all countries to live up to their financing-for-development commitments and reschedule debt payments by developing countries, thereby turning opportunities into concrete development outcomes.",1
15861,"Moreover, the United States has immorally and inhumanely terminated all of its contributions to UNRWA, then speaks about the so-called deal of the century, suggesting deceptive and elusive economic solutions after having destroyed, through its own policies and measures, all possibilities of achieving peace.",0
15343,Burkina Faso commends the resilience of the Cuban people and calls for the lifting of the embargo for the sake of the well-being of the Cuban people.,0
2285,"We call for the end to the economic, commercial and financial embargo imposed by the United States of America against Cuba.",0
4545,"The framework and recommendations cover social distancing, testing and cleaning focussing on elective care.",0
14669,The cooperation of every country will be necessary if we are to win the climate change battle.,0
11902,"Mr President, I want to remind everyone that investments in nuclear armaments and other weapons cannot sustain the planet, but investment to combat climate change will certainly save our Earth, our single homeland and our human civilisation.",1
3527,Iran and Hezbollah have deliberately put you and your families in grave danger.,0
9078,These services are helping to rapidly detect COVID-19 mutations and support the assessment of variants of concern.,1
9122,"Those who leave self-isolation on or after day 6 are strongly advised to wear face coverings and limit close contact with other people in crowded or poorly ventilated spaces, work from home if they can do so and minimise contact with anyone who is at higher risk of severe illness if infected with COVID-19.",0
1789,"Our mission now is to recover the more than 100,000 jobs lost to the pandemic and to recoup a 50 per cent loss in Government revenues.",0
16595,"Stability has been lacking in our region for a long time, but it can be achieved through hard work and united international efforts.",1
12322,"It has contributed indeed to healing some wounds, but the assistance that Beirut wants as well lies in what may be required by the probe in order to disclose the truth to serve justice.",1
16942,We urge developed countries to scale up their level of financial support as committed to in a concrete road map to achieve the goal of jointly providing $100 billion annually by 2020 for mitigation and adaptation.,0
13561,"In order to tackle this situation, the international community must work urgently to find a solution to the Libyan crisis, including by appointing a joint African Union-United Nations special envoy, helping to strengthen the operational and intelligence capabilities of Member States’ defence and security forces and of the Multinational Joint Task Force fighting Boko Haram in the Lake Chad basin and the Joint Force of the Group of Five for the Sahel, which we would like to see operating under Chapter VII of our Charter.",1
3230,"In this regard, we were obliged to rapidly build throughout the national territory centres to host people under the situation of official quarantine, to equip the country’s hospitals with basic equipment for COVID-19-related medical emergencies and so on, to build hospital centres with capacity to treat possible outbreak of the pandemic and other related facilities.",0
13698,"On top of all the aforementioned realities that we do not yet understand, we should not forget that we have piles of nuclear weapons that can put an end to all our differences, once and for all, along with all the virtues that life has to offer.",0
1782,The coronavirus pandemic has been the greatest disaster we have faced since the Second World War.,0
8185,"We’re now making it easier and cheaper for people to travel by allowing fully vaccinated travellers from non-red list countries to use lateral flow tests on day 2 of arrival, as long as they provide proof of use.",0
9981,"With regard to the fight against terrorism, we strongly condemn terrorism in all its forms and manifestations.",0
2799,"Despite all the extensive efforts on the five agreed elements of the intergovernmental negotiations package, it still does not have any formal status to date.",0
1742,But now there is a new element in the form of several revelatory documents that available to all and of interest to authorities and historians alike.,0
12043,The coronavirus disease (COVID-19) pandemic has had a devastating impact on humankind.,1
12339,Good prospects have also opened up in the agricultural sector with regard to putting fulfilment of this year’s grain production plan on a sound footing by minimizing the disastrous effects of climate change.,0
15518,"We have to prevent additional migratory flows coming from Afghanistan, because such flows imply a direct security threat for both Afghanistan’s neighbours and the entire European continent.",1
11007,"Exceeding 1.5 C° will mean ever-increasing climate risks such as extreme weather, sea-level rise, increased poverty and a threat to hundreds of millions of lives.",1
4150,Thursday 3 December 2020 The main points from this week’s national influenza and COVID-19 surveillance report are: COVID-19 Surveillance indicators suggest that COVID-19 activity at a national level has decreased during week 48 between 23 and 29 November 2020.,0
2107,"Joined by our regional neighbours, we have defined our fixed maritime boundaries even in the face of rising seas.",0
15856,"I caution against those policies and reckless measures, which lead to dangerous consequences.",1
17434,We call upon Member States to aggressively respond to the call for action to further cut emissions if we are to avert a catastrophic situation that will be a defining moment for humankind.,1
12855,"They did so thanks to a pilot programme that will also eventually repatriate approximately 130,000 displaced persons from the Diffa region in the east and Borno state in western Nigeria.",1
12000,"We hope that thanks to the ongoing development of drugs and methods of treatment, a complete victory over this evil virus is already very close.",1
448,Thank you very much.,0
2110,We are therefore giving special attention to the most urgent of the SDGs in order to reach the neediest and the poorest.,1
16437,"The deliberate policies and actions of countries that give rise to armed conflict or result in the imposition of sanctions, economic embargoes and blockades invariably result in the strangulation andor destruction of the economies of the targeted countries and stymie their overall development.",1
15188,"Some of those leaders, such as tribal chief Raoni, have often been used as pawns by foreign Governments as part of their information warfare to advance their interests in the Amazon.",0
16285,"We are working to ensure that when disaster strikes — as Cyclone Winston did three years ago, costing us one-third of our gross domestic product in 36 hours — we have access to appropriately packaged insurance to bounce back.",0
4992,"Second, people participating in research or surveillance programmes may still be asked to take a follow-up PCR test, according to the research or surveillance protocol.",0
16698,"The Goals have been successfully implemented as part of the national development strategy for the period from 2018 to 2040, which seeks to further promote economic development and will help us to effectively implement the SDGs.",0
5551,"This shows us once again that if we want to control the epidemic here in the UK, and if we want to avoid new restrictions on our daily lives, we must all get vaccinated as soon as we are eligible.",1
12801,"The upcoming twenty-sixth session of the Conference of the Parties to the United Nations Framework Convention on Climate Change should be an opportunity to mobilize partners to realize the commitments made in Paris in January in to meet the glaring needs of the peoples of the Sahel, who are desperate in the face of the vicious spiral of an unpredictable climate and growing insecurity.",0
933,"Hospital admission rates for COVID-19 were highest in London, with a rate of 10.53 per 100,000 population.",0
11868,"We also stress the need to continue dialogue with the Taliban, because a boycott will lead only to polarization and reactions, whereas dialogue could have positive results.",1
10180,"This will promote economic development and forest preservation, and thus our fight for biodiversity and against global warming.",0
10892,"The economic, commercial and financial blockade continues to be the main obstacle to our country’s development and the advancement of the process of updating the socialist socioeconomic and development model that our country has designed for itself.",0
4223,"Positivity rates were highest among those aged 80 and over tested through both Pillar 1 (NHS and PHE testing), as they are more likely to be in hospital, and in 10 to 19-year-olds tested through Pillar 2 (community testing).",1
997,Help protect yourself and loved ones by opening windows and doors to ventilate the room when meeting people inside.,1
16945,"Recent reports have shown that vulnerable populations will feel the effects of biodiversity loss first, as well as benefit the most from avoiding and reversing land degradation.",0
483,"For those in this age group who have had COVID-19 infection, the second vaccine dose should be given 12 weeks or more following the first vaccine dose, or 12 weeks following a positive COVID-19 test result – whichever is later.",0
9234,"Throughout this pandemic, we’ve always put the safety of vulnerable people first – and we always will do.",0
11004,"Today I join my voice with that of the Prime Minister of Saint Lucia, Mr. Allen Chastanet, to support the effort to establish a SIDS foundation for climate adaptation and mitigation.",0
9673,"On behalf of my people, I extend greetings to all members with the most heartfelt love and respect.",0
16627,"They must understand that they are the primary masters and authors of their destiny, and that violence will not provide a solution to the crisis.",0
8840,"Therefore, as a precautionary strategy to maintain high levels of immunity, an extra spring dose is advised around 6 months after the last vaccine dose for: adults aged 75 years and over, residents in a care home for older adults individuals aged 12 years and over who are immunosuppressed, as defined in in the COVID 19 healthcare guidance Green Book The types of vaccine offered for the spring dose will be as follows: for eligible adults aged 18 years and over, 50mcg Moderna (Spikevax) vaccine or 30mcg Pfizer-BioNTech (Comirnaty) vaccine for eligible persons aged 12 to 18 years, 30 mcg Pfizer-BioNTech (Comirnaty) vaccine Despite uncertainties around how the pandemic will develop through the summer, the JCVI believes winter is likely to remain the season when the threat from COVID-19 is greatest, both for individuals and the NHS and care homes.",0
7466,"Instead of flora and fauna, there is a naval fleet and soldiers.",0
4644,"Throughout his career, Mr Meddings has led change and reform at the highest levels, and has a strong record of achievement.",0
15565,"It is therefore inconceivable that hegemonic countries promote unilateral actions and measures that generate negative effects against the right to life, health, food and education of millions of people — as has been expressed on repeated occasions here at the General Assembly.",0
17646,Structural reform processes have always been precarious due to their negative repercussions on some groups of society.,1
8664,"This step reflects the decisions taken by the government, as set out in the Living with COVID plan, and the success of the UK’s vaccine and booster rollout, with 86% of the population having received a second dose and 67% of the population with a booster or third dose.",0
16446,It has upended Venezuela’s integral role in the region.,0
10912,"After failing in its attempt to subdue the Human Rights Council, the United States Government opted to abandon it and is consequently further hampering international dialogue and cooperation on the subject.",1
16014,"The inability to keep our promises on matters of this magnitude will inevitably erode trust — the trust of citizens in their leaders, to be sure, but also trust among generations and, above all, our collective trust in our common future.",1
797,Vaccination is the key to staying safe from serious illness and it’s vital that everyone gets all of their recommended doses.,0
993,"Hospital admission rates for COVID-19 were highest in the North East, with a rate of 10.88 per 100,000 population.",0
10749,Peace in the Middle East will be possible only if we resolve the issue of Palestine.,0
12065,"To sustain that growth, Zambia will dedicate efforts to guarantee a stable and predictable environment that will attract and protect local, regional and foreign direct investment, as well as enhance local participation in our economy.",1
17764,"Reopening at a point later in the year may increase pressure on the NHS because of winter illnesses such as flu Analysis from Public Health England (PHE) and the University of Cambridge suggests that vaccines have so far prevented an estimated 8.5 million infections and 30,000 deaths in England alone.",1
17117,And the United Nations is our ultimate weapon to make a difference to human existence.,0
12238,"Faced with high levels of debt and no access to finance, developing countries are struggling to mitigate the severe effects of the crisis.",1
2586,The pandemic has significantly slowed global economic activity and the effects represent one of the largest international economic shocks the world has experienced in recent decades.,1
4065,"The hospital admission rate for COVID-19 was 35.17 per 100,000 in week 2, compared to 35.50 per 100,000 in the previous week.",0
5340,"The expansion of the booster programme continues at rapid pace, with all eligible adults aged over 18 able to get their life-saving jab by booking online through the National Booking Service or by visiting their nearest walk-in vaccination centre.",0
6697,"That should include a greater, more predictable base of multilateral funding for the WHO and the regional centres for disease control, which play a central role in global health security.",0
4351,These practical changes to current ways of working have been recommended based on existing evidence reviews and broad consensus from the IPC community.,1
1390,The individuals that have tested positive and their contacts are all isolating.,0
5071,"Around 132 million COVID-19 vaccinations were administered across all 4 nations of the UK in 2021, as part of the largest vaccination programme in British history.",0
4052,"Dr Yvonne Doyle, Medical Director at Public Health England, said: There are some initial signs that the current measures are bringing infection rates down but there is still a long way to go.",0
2667,"As a result, the recovery under way will likely be uneven and consequently widen gaps between Africa and the rest of the world.",1
1171,"Our exceptional vaccine rollout means the number of people severely affected by COVID-19 is low, and the UK’s innovation and research has discovered life-saving treatments for those most at risk from COVID-19.",1
16950,My Government is expanding community-level health promotion and prevention programmes to reduce the preventable disease burden.,1
13763,Only by cutting present global greenhouse gas emissions in half by 2030 followed by climate neutrality by 2050 will allow us to limit global warming to 1.5 degrees Celsius.,1
13822,"At the same time, many needlessly suffer and die while indisputably urgent global action is intentionally thwarted by selfish short-termists and convenient climate-change deniers.",0
89,"Mr Speaker, this year, our nation has come so far down our road of recovery, but we always knew that there’d be bumps in the road.",0
8347,"Case rates per 100,000 were lowest in London with a 7-day rate of 226.8.",0
2235,We must make it clear that people should not be used as tools.,0
10126,We can save 16 million lives in the coming years.,0
8151,"We’re so lucky to live at a time and in a country that makes these potentially lifesaving protections available, please don’t spurn the opportunity to benefit from them when it arrives.",0
16823,"The Market, of which Togo is the coordinator, will stimulate huge cross-border investment opportunities in the aviation and tourism industries and provides an excellent opportunity to improve connectivity among AU member States.",1
6372,Human autonomy and the free will of people are thereby endangered.,0
10477,"And most importantly, it is a path that aligns with the deep desire of Argentine society to take its place in the international order of the twenty-first century, because we are a diverse, multicultural country in which different origins, beliefs and religions coexist peacefully in a pluralistic identity, and because we value dialogue and respect as ways of building a shared future.",0
13758,"Zambia believes that in the context of the evolution of the United Nations, the time has come for meaningful reform, including of the Security Council, which should be representative, democratic and accountable to all Member States, irrespective of status.",0
8276,"We will ensure both staff and those who receive care continue to be protected from COVID-19, as well as other illnesses, this winter.",0
15958,"Thirdly, the widening social, economic and technological inequalities, growing disparities between the North and the South, together with the emerging global debt crisis, distort the existing world economic landscape.",1
4905,"This applies when they develop any COVID-19 symptoms, and they should use the PCR test kit that was sent to them in the post for this purpose.",0
12752,"Fourthly, we urgently and swiftly need a package of financial support for Yemen, including a deposit into Yemen’s Central Bank, to end the economic fallout and currency devaluation in Yemen, as well as the exacerbation of economic burdens on Yemeni citizens.",1
7855,Quality is paramount for us.,0
14329,"It is becoming increasingly apparent that the capacities of individual or even groups of States are no longer sufficient to resolve these problems and save the world from disasters, whether military, economic or climatic.",0
9870,"In that context, we welcome the timely theme set by the President for this session — Galvanizing multilateral efforts for poverty eradication, quality education, climate action and inclusion.",0
9974,"We believe that in order for the SDGs that we all adopted in 2015 to become a reality, we need greater commitment, ambition, action and above all more resources.",0
10476,"That path has been characterized by the constructive role we have played in collectively addressing global challenges, focusing on the quest for consensus and collective action, acting in the belief that the world as a whole represents much more of an opportunity than a threat, and working to build international trust, diversify our partners, expand spaces for cooperation and seek areas in which Argentina can play a relevant and leading role.",0
4165,But it is important to remember that we are still seeing high infection rates and COVID-related deaths across the country.,0
4979,"From 11 January in England, people who receive positive lateral flow device (LFD) test results for coronavirus (COVID-19) will be required to self-isolate immediately and won’t be required to take a confirmatory PCR test.",0
13893,"In collaboration with various partners, we must step up preventive actions so as to protect our respective populations.",0
16994,"We welcome the vision that Mr. Muhammad-Bande has brought us and the theme that has been proposed for our general debate, namely, Galvanizing multilateral efforts for poverty eradication, quality education, climate action and inclusion, without forgetting peace and security as essential conditions for those efforts to succeed.",0
7076,This need to work together brings me to the fourth and final crisis confronting us: the UN Governance Crisis.,0
6636,They also provide us with information and data as elements of the solution.,0
14818,I ask the Member States for their ardent support to this end.,0
10988,"Even as we forcefully articulate our views, this global gathering will be useful only if we listen with equal intensity to the concerns and proposals of others.",1
16569,"Terrorist groups such as Da’esh, the Muslim Brotherhood, Hizbullah, Al-Qaida and the Houthis have been able to access the weapons and funding they need to implement their agendas, thereby exacerbating existing crises.",1
6079,"We hope that our preliminary talks with it lead to tangible outcome to build trust, paving the way to achieve aspirations of our peoples in building relations of cooperation based on the compliance with principles and resolutions of the international legitimacy, respect for sovereignty, and avoid interfering in the internal affairs of other countries, as well as its cessation from all types of support for terrorist groups and sectarian militias that have brought only war, destruction, and suffering to the peoples of the world.",1
1437,The public health advice is the same for all current variants.,0
10089,We no longer really have the last-resort guarantors of our deep-seated balances.,0
1971,We must secure the future welfare of a rapidly growing population.,0
9385,"Since that point, prevalence remains very high but trends overall are uncertain, with an increase in prevalence among children and decrease in adults.",0
15557,They are also a critical artery for trade and a source of jobs and livelihoods for billions of people.,0
1882,"I believe that the tough experiences that Kenya has had, and our determination to rise above them, are a good case study for other states.",0
6765,"In this current difficult time, we cannot abandon Afghanistan to isolation and leave it to deal with its enormous problems alone.",0
6459,Efforts by a number of countries to rewrite the history of the Second World War are also intended to weaken the United Nations-centric world order.,0
654,"From 4am on Monday 22 November, we will recognise the following vaccines: Pfizer BioNTech, Oxford AstraZeneca (including Covishield), Moderna and Janssen (Johnson and Johnson), and WHO EUL including Sinovac, Sinopharm Beijing and Covaxin.",0
12942,The Global Commission on Adaptation reminded us just this week of the scale of the resources required to address the adaptation needs of developing countries.,0
17362,"In the energy sector, we recognize the importance of an energy transition to renewable sources so as to move significantly away from fossil fuels and to options including hydro, solar, wind and geothermal energy.",1
17168,"While we face the reluctance of global financial institutions to heed our calls, we are left to attempt to develop our own solutions and lean on new friends in our times of need.",0
16002,They should apply utmost pressure and use every tool at their disposal to end the aggressive terrorist behaviour of the Iranian regime.,0
10291,No religion preaches radicalism.,0
7991,"This will tackle underperformance, taking pressure off staff so they can spend more time with patients and increase the number of face-to-face appointments.",0
13809,We believe that cooperation on international transport can be successful if it has a clearly articulated global focus that covers extensive areas and the various complexes of routes and railways that unite entire regions and continents.,0
1183,We’ll be undertaking further analysis to investigate the small rise in the number of children admitted to hospital but currently coronavirus (COVID-19) poses a very low health risk to children and infants.,0
4301,"The proposals published in a policy statement today set out how, if introduced, all visitors 18 and over to the following settings could be required to be fully vaccinated: all nightclubs, and other venues open after 1am with alcohol, music, and dancing indoor events with 500 or more attendees where those attendees are likely to stand and mix to a significant degree, or move around during the event, such as music venues or large receptions outdoor, crowded settings with 4,000 or more attendees where those attendees are likely to stand, or move around during the event, such as outdoor festivals any settings with 10,000 or more attendees, such as large sports and music stadia Staff aged 18 or over in settings could also be required to test regularly if they are not fully vaccinated or exempt.",0
15882,"Those objectives seek, inter alia, to provide the country with quality infrastructure, strengthen human capital, develop innovation capacities, stimulate a dynamic and competitive labour market, promote foreign trade in goods and services and achieve environmental sustainability.",0
9083,My thanks to the whole team for their continuing hard work in supporting the nation as we learn to live with COVID-19.,0
2340,The largest polluters must shoulder that historic responsibility.,0
15994,"I had hoped as well to talk about my country’s ongoing economic development and reforms in various fields, its vision that is seeking to take us back to our true Islamic faith, which rejects extremism in all its forms, and its vision of achieving an advanced and innovative society in all areas, connected and engaged with the world around it and beyond.",0
2998,"However, we cannot maintain these in the long term, often at the cost of worsening our debt burdens as part of a looming global debt crisis.",1
7093,"Mr. President, now is the time for a change, the time to act, the time to overcome our challenges through global solidarity and mutual assistance.",0
10583,"In the name of the people who have sent us here and who expect us to create the new industries that can transition them from coal, from destructive behaviour, from diesel- and gasoline-powered cars, we must change how we build and how we transport ourselves.",0
2658,"The future of every nation and country is at risk, we need the global economy to work for the 99 per cent and not just the wealthy and powerful 1 per cent.",0
9334,This target was reached and over 37 million boosters have now been administered.,0
6860,Nepal has a number of snow-fed Himalayan rivers that are connected to its identity and civilizations and sustain one fifth of the global population.,0
9500,"We must accelerate the processes to implement and deliver on commitments, avoid leaving anyone behind and provide the policies needed for employment, development, peace and security.",0
14943,"Guyana has introduced its integrated health- service delivery network, which enables a more holistic primary health-care delivery mechanism by addressing the social determinants of health, while promoting the health of the individual.",0
15888,"Peru aspires to achieve the Sustainable Development Goals by 2030, as an appropriate universal framework for the promotion of peace, development and human rights.",0
11571,"And we’re working to identify those NHS Trusts which are most likely to need military support, so this can be prepared now.",1
7113,"It is the hope of our planet’s inhabitants that nuclear weapons will disappear completely because they are a threat to all humankind, including the peoples of the very countries that manufacture and possess them.",0
1989,Our post-pandemic recovery will be even more hard-pressed in upending the world’s uneven economic development.,0
6817,"They demand that, united together, we must not wait any longer.",0
9566,"Despite some setbacks, the agreement we reached with Russia in Sochi on that issue remains valid.",0
15736,"Therefore, if we are to avoid catastrophe, it is now imperative that we recognize that we are on the wrong track, time has run out and we must change course.",0
2053,"Since 2011, the United Nations has played a critical role in the political transition in Yemen, starting with the interim period, according to the Gulf Cooperation Council Initiative and its Implementation Mechanism.",0
16219,"We contribute in a modest way to United Nations peacekeeping operations, and I intend to increase our support in future as our capacity expands.",0
3248,"Ladies and Gentlemen, The European Union is an actor for peace and progress, which wants to mobilise its influence and strength to make others more robust as well.",0
16353,"In that regard, the Government of Lesotho is taking steps to raise the quality of basic education with a view to bestowing the Basotho with a strong foundation for skills development and an enhanced ability to participate more productively in the economic space.",0
8900,These studies suggested that those who were vaccinated were less likely to report long COVID symptoms after vaccination than people who remained unvaccinated over the same period.,0
2734,"In the context of the United Nations motto to leave no one behind, Belarus believes that it is imperative to uphold consensus and consider the views of every State.",0
13228,The plastic pollution in our seas and oceans is one of the greatest threats that humankind is facing today.,0
13909,Let me say that the illegal occupation of Palestine and the savage repression of the Palestinian people are fuelling extremism on all sides.,1
11103,"We will be able to make further progress through cooperation, while safeguarding the values of free and fair trade based on an earnest reflection of our history.",0
3129,"This is especially so in countries that are in conflict or emerging from conflict, those experiencing humanitarian crises, and those with weak and fragile economies where peacebuilding and post-war state-building could be undermined or reversed.",0
3038,"It is worth to recognize that the nature of security problems in Africa, in many cases, is associated with the phenomenon of international terrorism, expansion of religious fundamentalism and post-election conflicts that require redoubled surveillance and attention by the United Nations, without forgetting the support to be rendered to those countries faced with these circumstances.",1
8689,"Over 94,000 volunteers in England took part in the study to examine the levels of COVID-19 in the general population between 8 February and 1 March.",0
222,"These risk assessments cover a range of factors for each country including assessment of surveillance and sequencing capability, available surveillance and genome sequencing data, evidence of in-country community transmission of COVID-19 variants, evidence of exportation of new variants to the UK or other countries and travel connectivity with the UK.",0
131,UKHSA are following up recent arrivals from these countries.,0
1603,"I call on all friendly and brotherly States to join those, which have already expressed their desire to sign the Academy establishment convention.",0
15372,"Taking into account modern methods and approaches to combat these phenomena, and in order to pursue an effective policy in this area, we have adopted our National Drugs Control Strategy for 2021-2030 in the first semester of this year.",0
3726,"Hospital admission rates for COVID-19 were highest in the North West, with a rate of 6.29 per 100,000 population.",0
17029,We also need to work on unifying all national institutions in order to save our brotherly neighbour from the ensuing chaos triggered by militias and prevent the intervention of external actors in Libya.,1
9135,"Individuals may only leave isolation once they have had 2 negative rapid lateral flow tests on 2 consecutive days; if they test positive on day 5, 6 or 7, they must continue testing until they have 2 negative tests.",0
1731,"Under our Administration, we have promoted the revitalization of the railway transportation system.",0
14111,"The more than 30 significant terrorist attacks that have been committed in Europe by persons with a migratory background in recent years are the result of the hypocritical, ideologically motivated policy promulgated by Brussels.",1
12676,"We accepted and remained committed to the Arab Peace Initiative, as it provides for peace, security and coexistence once the occupation ends.",1
15458,"The crimes and aggressive policies of the Israeli occupying Power against our people, land and holy sites will not thwart our people’s struggle to achieve their freedom and independence on their land.",0
12258,Horrifying scenes from across the globe have been unfolding in front of our eyes — the terrifying floods here in New York and in Western Europe and the series of deadly fires in South-Eastern Europe and the Mediterranean that resulted in the loss of lives and enormous human suffering.,1
3390,Also commendable is the COVID-19 Global Humanitarian Response Plan which is designed to provide relief to the most vulnerable groups particularly in conflict affected and low income countries.,1
4191,"Case rates for those aged 80 are 245.3 per 100,000 population in week 46, compared to 235.5 in the previous week.",0
15250,On that day every year we will remember those who have suffered the harmful consequences of religious persecution.,0
3276,"Regrettably, some parts of the world are still afflicted by the absence of tolerance for human rights, dignity and diversity, which has engendered war crimes, crimes of aggression, crimes of genocide and crimes against humanity.",1
14566,"Russia is our key strategic partner and ally, while Georgia and Iran are our strategic neighbours, and we have a strategically significant agenda and partnership with the United States, the European Union and its Member States.",0
5596,"All adults should take up the offer of two vaccine doses, to protect themselves and others against covid.",1
8302,"Case rates were highest in those aged 10 to 19, with a 7-day rate of 756.2 per 100,000 population.",0
3506,"In this context, in my capacity as Champion for the implementation of the African Union’s Agenda 2063, I welcome the G20’s initiative to grant a moratorium on bilateral government debt repayments to the benefit of several African countries.",1
2676,"In addition, Gabon is strengthening its energy capacities through the imminent completion of new solar and hydroelectric power plants in order to lend new impetus to its industrialization process.",1
11953,The end of the dictatorship is the only viable path to the well-being of the Venezuelan people.,1
16624,"Despite commendable efforts by the international community to put an end to this long-drawn-out crisis, the situation remains highly worrying and continues to take a dramatic turn.",0
7785,That’s why I want to encourage every young person in secondary school or college to take a test before you return to the classroom next week.,0
8336,"Hospital admission rates for COVID-19 were highest in the West Midlands, with a rate of 9.64 per 100,000 population.",0
8059,Global co-operation is key in the fight against COVID-19 and the UKHSA is proud to play its part.,0
17274,"This will determine the ability, power and speed to recover from COVID-19, and to rebuild sustainably.",1
5546,"The latest data and scientific modelling suggest that cases will continue to rise as restrictions are eased, but the link to hospitalisations and deaths has been weakened due to the vaccination programme.",1
2906,"Their prohibition is a first step, and we in Austria look forward to hosting the first Meeting of States Parties to the Treaty Prohibiting Nuclear Weapons in Vienna next March.",0
6239,"We see that as inseparable from achieving sustainable peace, stability and prosperity.",0
3663,"We take this opportunity to express our appreciation for the wave of bilateral and multilateral solidarity that has benefited Sao Tome & Principe, which has allowed us to escape a potential disaster.",1
15116,"The changes that have taken place since 2011 have created the conditions for achieving comprehensive reforms in that regard, and several measures and decisions promoting human rights have been adopted.",0
5998,We stand ready to contribute to efforts to restore trust and international law.,1
11586,"The overall system will be made fairer, to ensure those who fund their own care do not pay more than state-funded individuals for the equivalent standard of care.",1
9604,I am quite curious about this map of Israel.,0
12242,"Through the pernicious use and abuse of economic coercive measures, which have become the instrument defining the foreign policy of the United States, the government of that country threatens, extorts and pressure sovereign States so that they speak and act against those it has identified as adversaries.",1
6001,"Just over 32,000 home and school gardens have been established, enabling families to grow their own food and market surpluses.",1
11170,"Notwithstanding the existing robust human rights architecture, the gross human rights violations around the globe, along with the widespread impunity and lack of accountability, remind us that there is much to be done nationally, regionally and globally.",0
11153,We therefore need a stronger United Nations to stand and deliver for all and to leave no one behind.,0
15383,"Together we have embraced hope, confronted fear and innovated to try to improve lives around the world.",1
5308,Health and Social Care Secretary Sajid Javid said: The latest REACT-1 data is yet more evidence that boosters are vital in protecting us from the Omicron variant.,0
8725,The results of this study will be published in due course.,0
3612,"Sierra Leone, therefore, supports the call for global solidarity and cooperation for the prevention, curtailment, and treatment of the COVID-19 pandemic, as well as all associated recovery programmes.",0
12926,"Our own Eastern Caribbean Central Bank is engaged in helping to address the problem, and we express our support for United Nations principles of corporate banking.",0
6733,Mexico was at the founding of the United Nations 76 years ago and remains committed to its principles and to the Charter that gave birth to the Organization.,0
2198,"I will also continue to advocate strongly that responsibilities must be assigned correctly, appropriately and proportionately to the scale of the damage done.",0
7771,"Make sure to ventilate spaces by opening windows when meeting indoors, keep washing your hands regularly and thoroughly and wear face coverings in crowded enclosed spaces.",0
8102,"As a separate issue, those in trials who are eligible for boosters should receive the booster dose in order to ensure the highest possible protection over winter.",1
1635,We need to accelerate transition to a green and low-carbon economy and achieve green recovery and development.,0
5566,"But the overall picture should be clearer by mid-February: by then, we will know much more about the effect of vaccines in preventing hospitalisations and deaths, using data from the UK but also other nations like Israel.",1
10090,"As such, disorders have set in and things are often slow to be resolved effectively.",0
6823,"In closing, I stand in this Hall, at the stronghold of multilateralism and international solidarity, and call on all of us to play our part in moving from words into action.",0
5427,Monumental deals have been accelerated to combat the Omicron variant and protect patients Government urges all over 50s and most vulnerable to sign up to the national study as soon as they test positive for COVID-19 Millions more cutting-edge antiviral treatments for COVID-19 have been secured for NHS patients as the UK government signs 2 new contracts to help tackle Omicron.,1
730,"The hospital admission rate for week 17 was 10.04 per 100,000 population, down from 13.03 in the previous week.",0
8124,"A recent survey seeking views from 3,000 participants found that nearly one third (32%) were unaware that flu and COVID-19 can circulate at the same time, over a quarter (26%) did not know that flu can be fatal and over half (55%) underestimated the number of people who die from flu in an average year in England (which is approximately 11,000).",0
3100,"The displacement has exacerbated the economic, social, health and humanitarian problems of the host community.",1
17389,"Our task is not only to strengthen the rule of law and the separation of powers, but also to do so in political life in an effective manner, ensuring that the people can fully exercise their rights on a daily basis.",1
8685,"While there will be no border health measures on arrival in the UK from 18 March, other countries are at different stages in the pandemic and many still require passengers to comply with requirements.",0
9734,It is clear that the ambitious actions on the climate that Member States so urgently require can save the most vulnerable among us.,0
552,"Alongside the roll-out of UK Government-funded vaccines, testing is helping us to manage the virus, slow down the rate of transmission and protect communities.",1
12873,We must continue to believe in the mechanisms that are available to the United Nations to build a framework of multilateralism if we are to achieve solutions ensuring solid and long-lasting world peace and security.,0
268,Existing evidence shows women with COVID-19 disease in later pregnancy are at increased risk of severe disease requiring hospital and intensive care admission.,0
8013,"Across the period of this round of the study, the report found that prevalence was stable or slightly rising across all age groups combined.",0
9034,"Alexandre Lubot, CEO of Match Group, said: As the world continues to grapple with COVID-19, vaccinations remain the best way we can protect ourselves and others.",0
4378,Almost 90% of over 16s in the UK have received one dose of the COVID-19 vaccine and there will be no impact on the UK’s ongoing COVID-19 vaccine rollout or booster programmes as a result of the dose-sharing initiative.,1
4640,"Millions of passengers enjoy travelling by sea each year and although it will take time for confidence to fully return to normal, this landmark decision will help the tourism and travel sector at a vitally important time for the industry.",1
5285,"For samples collected up until 11 December, no cases of Omicron were detected in those who had received their booster jab, and the 11 who did test positive were double vaccinated and aged from 18 to 54 years.",0
6299,"However, we also made sure that such protection did not become protectionism.",0
1232,"Of those patients admitted to hospital, 17 had received a booster vaccine, 74 people had 2 doses and 27 people were not vaccinated.",0
15664,"Such acts can cause grave suffering to civilians, including the loss of lives.",1
677,"This includes outdoor billboards, broadcast and community radio, and TV.",0
12810,"One of the biggest challenges we face as we seek to meet the needs of the planet collectively and individually is the preservation of our environment, which is threatened by various types of harmful emissions and climatic and atmospheric pollutants.",0
2666,Democracy remains our universal ideal and a core value for our State.,0
7017,"On the economic front, Tanzania, like others, has not been spared by the effects of COVID-19.",0
